tile_id,tile_name,image_path,metadata_path,valid_mask_path,source,crs,col_off,row_off,width,height,valid_ratio
27,Astana_1_tile_00027,data/tiles/astana/Astana_1/images/Astana_1_tile_00027.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00027.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00027_valid.png,Astana_1.tif,EPSG:4326,2688,1792,1024,1024,1.0
28,Astana_1_tile_00028,data/tiles/astana/Astana_1/images/Astana_1_tile_00028.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00028.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00028_valid.png,Astana_1.tif,EPSG:4326,3584,1792,1024,1024,1.0
29,Astana_1_tile_00029,data/tiles/astana/Astana_1/images/Astana_1_tile_00029.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00029.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00029_valid.png,Astana_1.tif,EPSG:4326,4480,1792,1024,1024,1.0
30,Astana_1_tile_00030,data/tiles/astana/Astana_1/images/Astana_1_tile_00030.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00030.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00030_valid.png,Astana_1.tif,EPSG:4326,5376,1792,1024,1024,1.0
31,Astana_1_tile_00031,data/tiles/astana/Astana_1/images/Astana_1_tile_00031.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00031.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00031_valid.png,Astana_1.tif,EPSG:4326,6272,1792,1024,1024,1.0
32,Astana_1_tile_00032,data/tiles/astana/Astana_1/images/Astana_1_tile_00032.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00032.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00032_valid.png,Astana_1.tif,EPSG:4326,7168,1792,1024,1024,1.0
33,Astana_1_tile_00033,data/tiles/astana/Astana_1/images/Astana_1_tile_00033.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00033.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00033_valid.png,Astana_1.tif,EPSG:4326,8064,1792,1024,1024,1.0
34,Astana_1_tile_00034,data/tiles/astana/Astana_1/images/Astana_1_tile_00034.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00034.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00034_valid.png,Astana_1.tif,EPSG:4326,8960,1792,1024,1024,1.0
35,Astana_1_tile_00035,data/tiles/astana/Astana_1/images/Astana_1_tile_00035.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00035.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00035_valid.png,Astana_1.tif,EPSG:4326,9856,1792,753,1024,1.0
36,Astana_1_tile_00036,data/tiles/astana/Astana_1/images/Astana_1_tile_00036.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00036.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00036_valid.png,Astana_1.tif,EPSG:4326,0,2688,1024,1024,1.0
37,Astana_1_tile_00037,data/tiles/astana/Astana_1/images/Astana_1_tile_00037.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00037.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00037_valid.png,Astana_1.tif,EPSG:4326,896,2688,1024,1024,1.0
38,Astana_1_tile_00038,data/tiles/astana/Astana_1/images/Astana_1_tile_00038.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00038.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00038_valid.png,Astana_1.tif,EPSG:4326,1792,2688,1024,1024,1.0
39,Astana_1_tile_00039,data/tiles/astana/Astana_1/images/Astana_1_tile_00039.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00039.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00039_valid.png,Astana_1.tif,EPSG:4326,2688,2688,1024,1024,1.0
40,Astana_1_tile_00040,data/tiles/astana/Astana_1/images/Astana_1_tile_00040.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00040.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00040_valid.png,Astana_1.tif,EPSG:4326,3584,2688,1024,1024,1.0
41,Astana_1_tile_00041,data/tiles/astana/Astana_1/images/Astana_1_tile_00041.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00041.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00041_valid.png,Astana_1.tif,EPSG:4326,4480,2688,1024,1024,1.0
42,Astana_1_tile_00042,data/tiles/astana/Astana_1/images/Astana_1_tile_00042.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00042.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00042_valid.png,Astana_1.tif,EPSG:4326,5376,2688,1024,1024,1.0
43,Astana_1_tile_00043,data/tiles/astana/Astana_1/images/Astana_1_tile_00043.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00043.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00043_valid.png,Astana_1.tif,EPSG:4326,6272,2688,1024,1024,1.0
44,Astana_1_tile_00044,data/tiles/astana/Astana_1/images/Astana_1_tile_00044.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00044.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00044_valid.png,Astana_1.tif,EPSG:4326,7168,2688,1024,1024,1.0
45,Astana_1_tile_00045,data/tiles/astana/Astana_1/images/Astana_1_tile_00045.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00045.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00045_valid.png,Astana_1.tif,EPSG:4326,8064,2688,1024,1024,1.0
46,Astana_1_tile_00046,data/tiles/astana/Astana_1/images/Astana_1_tile_00046.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00046.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00046_valid.png,Astana_1.tif,EPSG:4326,8960,2688,1024,1024,1.0
47,Astana_1_tile_00047,data/tiles/astana/Astana_1/images/Astana_1_tile_00047.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00047.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00047_valid.png,Astana_1.tif,EPSG:4326,9856,2688,753,1024,1.0
48,Astana_1_tile_00048,data/tiles/astana/Astana_1/images/Astana_1_tile_00048.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00048.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00048_valid.png,Astana_1.tif,EPSG:4326,0,3584,1024,1024,1.0
49,Astana_1_tile_00049,data/tiles/astana/Astana_1/images/Astana_1_tile_00049.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00049.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00049_valid.png,Astana_1.tif,EPSG:4326,896,3584,1024,1024,1.0
50,Astana_1_tile_00050,data/tiles/astana/Astana_1/images/Astana_1_tile_00050.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00050.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00050_valid.png,Astana_1.tif,EPSG:4326,1792,3584,1024,1024,1.0
51,Astana_1_tile_00051,data/tiles/astana/Astana_1/images/Astana_1_tile_00051.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00051.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00051_valid.png,Astana_1.tif,EPSG:4326,2688,3584,1024,1024,1.0
52,Astana_1_tile_00052,data/tiles/astana/Astana_1/images/Astana_1_tile_00052.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00052.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00052_valid.png,Astana_1.tif,EPSG:4326,3584,3584,1024,1024,1.0
53,Astana_1_tile_00053,data/tiles/astana/Astana_1/images/Astana_1_tile_00053.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00053.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00053_valid.png,Astana_1.tif,EPSG:4326,4480,3584,1024,1024,1.0
54,Astana_1_tile_00054,data/tiles/astana/Astana_1/images/Astana_1_tile_00054.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00054.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00054_valid.png,Astana_1.tif,EPSG:4326,5376,3584,1024,1024,1.0
55,Astana_1_tile_00055,data/tiles/astana/Astana_1/images/Astana_1_tile_00055.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00055.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00055_valid.png,Astana_1.tif,EPSG:4326,6272,3584,1024,1024,1.0
56,Astana_1_tile_00056,data/tiles/astana/Astana_1/images/Astana_1_tile_00056.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00056.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00056_valid.png,Astana_1.tif,EPSG:4326,7168,3584,1024,1024,1.0
57,Astana_1_tile_00057,data/tiles/astana/Astana_1/images/Astana_1_tile_00057.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00057.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00057_valid.png,Astana_1.tif,EPSG:4326,8064,3584,1024,1024,1.0
58,Astana_1_tile_00058,data/tiles/astana/Astana_1/images/Astana_1_tile_00058.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00058.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00058_valid.png,Astana_1.tif,EPSG:4326,8960,3584,1024,1024,1.0
59,Astana_1_tile_00059,data/tiles/astana/Astana_1/images/Astana_1_tile_00059.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00059.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00059_valid.png,Astana_1.tif,EPSG:4326,9856,3584,753,1024,1.0
60,Astana_1_tile_00060,data/tiles/astana/Astana_1/images/Astana_1_tile_00060.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00060.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00060_valid.png,Astana_1.tif,EPSG:4326,0,4480,1024,1024,1.0
61,Astana_1_tile_00061,data/tiles/astana/Astana_1/images/Astana_1_tile_00061.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00061.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00061_valid.png,Astana_1.tif,EPSG:4326,896,4480,1024,1024,1.0
62,Astana_1_tile_00062,data/tiles/astana/Astana_1/images/Astana_1_tile_00062.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00062.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00062_valid.png,Astana_1.tif,EPSG:4326,1792,4480,1024,1024,1.0
63,Astana_1_tile_00063,data/tiles/astana/Astana_1/images/Astana_1_tile_00063.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00063.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00063_valid.png,Astana_1.tif,EPSG:4326,2688,4480,1024,1024,1.0
64,Astana_1_tile_00064,data/tiles/astana/Astana_1/images/Astana_1_tile_00064.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00064.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00064_valid.png,Astana_1.tif,EPSG:4326,3584,4480,1024,1024,1.0
65,Astana_1_tile_00065,data/tiles/astana/Astana_1/images/Astana_1_tile_00065.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00065.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00065_valid.png,Astana_1.tif,EPSG:4326,4480,4480,1024,1024,1.0
66,Astana_1_tile_00066,data/tiles/astana/Astana_1/images/Astana_1_tile_00066.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00066.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00066_valid.png,Astana_1.tif,EPSG:4326,5376,4480,1024,1024,1.0
67,Astana_1_tile_00067,data/tiles/astana/Astana_1/images/Astana_1_tile_00067.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00067.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00067_valid.png,Astana_1.tif,EPSG:4326,6272,4480,1024,1024,1.0
68,Astana_1_tile_00068,data/tiles/astana/Astana_1/images/Astana_1_tile_00068.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00068.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00068_valid.png,Astana_1.tif,EPSG:4326,7168,4480,1024,1024,1.0
69,Astana_1_tile_00069,data/tiles/astana/Astana_1/images/Astana_1_tile_00069.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00069.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00069_valid.png,Astana_1.tif,EPSG:4326,8064,4480,1024,1024,1.0
70,Astana_1_tile_00070,data/tiles/astana/Astana_1/images/Astana_1_tile_00070.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00070.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00070_valid.png,Astana_1.tif,EPSG:4326,8960,4480,1024,1024,1.0
71,Astana_1_tile_00071,data/tiles/astana/Astana_1/images/Astana_1_tile_00071.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00071.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00071_valid.png,Astana_1.tif,EPSG:4326,9856,4480,753,1024,1.0
72,Astana_1_tile_00072,data/tiles/astana/Astana_1/images/Astana_1_tile_00072.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00072.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00072_valid.png,Astana_1.tif,EPSG:4326,0,5376,1024,1024,1.0
73,Astana_1_tile_00073,data/tiles/astana/Astana_1/images/Astana_1_tile_00073.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00073.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00073_valid.png,Astana_1.tif,EPSG:4326,896,5376,1024,1024,1.0
74,Astana_1_tile_00074,data/tiles/astana/Astana_1/images/Astana_1_tile_00074.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00074.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00074_valid.png,Astana_1.tif,EPSG:4326,1792,5376,1024,1024,1.0
75,Astana_1_tile_00075,data/tiles/astana/Astana_1/images/Astana_1_tile_00075.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00075.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00075_valid.png,Astana_1.tif,EPSG:4326,2688,5376,1024,1024,1.0
76,Astana_1_tile_00076,data/tiles/astana/Astana_1/images/Astana_1_tile_00076.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00076.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00076_valid.png,Astana_1.tif,EPSG:4326,3584,5376,1024,1024,1.0
77,Astana_1_tile_00077,data/tiles/astana/Astana_1/images/Astana_1_tile_00077.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00077.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00077_valid.png,Astana_1.tif,EPSG:4326,4480,5376,1024,1024,1.0
78,Astana_1_tile_00078,data/tiles/astana/Astana_1/images/Astana_1_tile_00078.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00078.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00078_valid.png,Astana_1.tif,EPSG:4326,5376,5376,1024,1024,1.0
79,Astana_1_tile_00079,data/tiles/astana/Astana_1/images/Astana_1_tile_00079.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00079.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00079_valid.png,Astana_1.tif,EPSG:4326,6272,5376,1024,1024,1.0
80,Astana_1_tile_00080,data/tiles/astana/Astana_1/images/Astana_1_tile_00080.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00080.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00080_valid.png,Astana_1.tif,EPSG:4326,7168,5376,1024,1024,1.0
81,Astana_1_tile_00081,data/tiles/astana/Astana_1/images/Astana_1_tile_00081.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00081.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00081_valid.png,Astana_1.tif,EPSG:4326,8064,5376,1024,1024,1.0
82,Astana_1_tile_00082,data/tiles/astana/Astana_1/images/Astana_1_tile_00082.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00082.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00082_valid.png,Astana_1.tif,EPSG:4326,8960,5376,1024,1024,1.0
83,Astana_1_tile_00083,data/tiles/astana/Astana_1/images/Astana_1_tile_00083.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00083.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00083_valid.png,Astana_1.tif,EPSG:4326,9856,5376,753,1024,1.0
84,Astana_1_tile_00084,data/tiles/astana/Astana_1/images/Astana_1_tile_00084.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00084.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00084_valid.png,Astana_1.tif,EPSG:4326,0,6272,1024,1024,1.0
85,Astana_1_tile_00085,data/tiles/astana/Astana_1/images/Astana_1_tile_00085.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00085.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00085_valid.png,Astana_1.tif,EPSG:4326,896,6272,1024,1024,1.0
86,Astana_1_tile_00086,data/tiles/astana/Astana_1/images/Astana_1_tile_00086.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00086.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00086_valid.png,Astana_1.tif,EPSG:4326,1792,6272,1024,1024,1.0
87,Astana_1_tile_00087,data/tiles/astana/Astana_1/images/Astana_1_tile_00087.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00087.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00087_valid.png,Astana_1.tif,EPSG:4326,2688,6272,1024,1024,1.0
88,Astana_1_tile_00088,data/tiles/astana/Astana_1/images/Astana_1_tile_00088.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00088.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00088_valid.png,Astana_1.tif,EPSG:4326,3584,6272,1024,1024,1.0
89,Astana_1_tile_00089,data/tiles/astana/Astana_1/images/Astana_1_tile_00089.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00089.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00089_valid.png,Astana_1.tif,EPSG:4326,4480,6272,1024,1024,1.0
90,Astana_1_tile_00090,data/tiles/astana/Astana_1/images/Astana_1_tile_00090.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00090.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00090_valid.png,Astana_1.tif,EPSG:4326,5376,6272,1024,1024,1.0
91,Astana_1_tile_00091,data/tiles/astana/Astana_1/images/Astana_1_tile_00091.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00091.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00091_valid.png,Astana_1.tif,EPSG:4326,6272,6272,1024,1024,1.0
92,Astana_1_tile_00092,data/tiles/astana/Astana_1/images/Astana_1_tile_00092.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00092.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00092_valid.png,Astana_1.tif,EPSG:4326,7168,6272,1024,1024,1.0
